,dataset,combina_1,train.shape,test.shape,f1,recall,combinations,combina_2,train.shape,mean,std,min,max,scores_kfold
0,detoxis21_intolerance,0,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",0,"(2770, 2)",0.5132661569012382,0.03015668489833382,0.48175865294667913,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
1,detoxis21_intolerance,1,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'haha18']",1,"(2770, 2)",0.5181971815197297,0.03471561431716432,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
2,detoxis21_intolerance,2,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'misogyny_centrogeo']",2,"(2770, 2)",0.5133630244427436,0.03005593233366237,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
3,detoxis21_intolerance,3,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'metwo22']",3,"(2770, 2)",0.5132661569012382,0.03015668489833382,0.48175865294667913,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
4,detoxis21_intolerance,4,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",4,"(2770, 2)",0.513041078010232,0.030196821441857268,0.48175865294667913,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5072097378277154, 0.48175865294667913]"
5,detoxis21_intolerance,5,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21']",5,"(2770, 2)",0.5133630244427436,0.03005593233366237,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
6,detoxis21_intolerance,6,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",6,"(2770, 2)",0.5179721026287234,0.03478240931358019,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5072097378277154, 0.4822429906542056]"
7,detoxis21_intolerance,7,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",7,"(2770, 2)",0.5181971815197297,0.03471561431716432,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
8,detoxis21_intolerance,8,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",8,"(2770, 2)",0.5179721026287234,0.03478240931358019,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5072097378277154, 0.4822429906542056]"
9,detoxis21_intolerance,9,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['davincis22', 'exist21', 'meoffendes21']",9,"(2770, 2)",0.5181971815197297,0.03471561431716432,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
