,dataset,combina_1,train.shape,test.shape,f1,recall,combinations,combina_2,train.shape,mean,std,min,max,scores_kfold
29,mexa3t18_aggress,29,"(5389, 5)","(2311, 5)",0.7914364988750462,0.8087949135668386,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21']",29,"(5389, 5)",0.8139199408221856,0.006912073979186309,0.8085338520742589,0.8273865122361292,"[0.8099767163462097, 0.8085338520742589, 0.8273865122361292, 0.8103650641219745, 0.813337559332356]"
30,mexa3t18_aggress,30,"(5389, 5)","(2311, 5)",0.7869026910366896,0.7951737713820255,"['metwo22', 'haha18']",30,"(5389, 5)",0.7988713257470286,0.00883989029248241,0.7836756223697638,0.811118930330753,"[0.8019595835884874, 0.7984421334470135, 0.811118930330753, 0.7836756223697638, 0.799160358999125]"
31,mexa3t18_aggress,31,"(5389, 5)","(2311, 5)",0.7920650617505856,0.8093888587202462,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'misogyny_centrogeo']",31,"(5389, 5)",0.8114718582056879,0.006263804167614822,0.8032430978501028,0.8221351149005975,"[0.8092006033182504, 0.809200859683378, 0.8221351149005975, 0.8032430978501028, 0.8135796152761108]"
32,mexa3t18_aggress,32,"(5389, 5)","(2311, 5)",0.790779073932282,0.7938614354240203,"['detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo', 'haha18']",32,"(5389, 5)",0.8001041213422069,0.0074970158922844045,0.7865606628285966,0.8078961588429392,"[0.8049261083743842, 0.8031380441264162, 0.8078961588429392, 0.7865606628285966, 0.7979996325386983]"
33,mexa3t18_aggress,33,"(5389, 5)","(2311, 5)",0.7941573734734603,0.809264413069056,"['exist21', 'haha21', 'meoffendes21', 'metwo22', 'haha18']",33,"(5389, 5)",0.811734373401279,0.0080855746740704,0.8032430978501028,0.8266905759635463,"[0.808419970869698, 0.8074073238249986, 0.8266905759635463, 0.8032430978501028, 0.8129108984980491]"
34,mexa3t18_aggress,34,"(5389, 5)","(2311, 5)",0.7936096604692906,0.8139198117476695,"['davincis22', 'meoffendes21', 'metwo22', 'haha18']",34,"(5389, 5)",0.8130708642566191,0.008098959806630725,0.8038835942064699,0.8267146356399265,"[0.8076194909993792, 0.8098808237271853, 0.8267146356399265, 0.8038835942064699, 0.817255776710135]"
35,mexa3t18_aggress,35,"(5389, 5)","(2311, 5)",0.7875741502586298,0.7970800524934383,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'metwo22', 'haha18']",35,"(5389, 5)",0.7980808160813888,0.008750535615500812,0.781615390201857,0.8078961588429392,"[0.7996336280404849, 0.8006835499775886, 0.8078961588429392, 0.781615390201857, 0.8005753533440743]"
36,mexa3t18_aggress,36,"(5389, 5)","(2311, 5)",0.7886950479116377,0.7991107792560412,"['exist21', 'metwo22']",36,"(5389, 5)",0.8019418450808157,0.005982592001258705,0.7908200886167849,0.8078961588429392,"[0.8078961588429392, 0.8020235241912103, 0.806338176216741, 0.7908200886167849, 0.8026312775364034]"
37,mexa3t18_aggress,37,"(5389, 5)","(2311, 5)",0.7919359707218334,0.8107011946782514,"['exist21', 'haha21', 'meoffendes21']",37,"(5389, 5)",0.8136110204783277,0.00755481593126598,0.8071266968325792,0.8276066892077127,"[0.8114136869524036, 0.8071788730856275, 0.8276066892077127, 0.8071266968325792, 0.8147291563133147]"
38,mexa3t18_aggress,38,"(5389, 5)","(2311, 5)",0.7924831769643025,0.809264413069056,"['davincis22', 'exist21', 'haha21', 'meoffendes21', 'misogyny_centrogeo', 'metwo22']",38,"(5389, 5)",0.812024513891169,0.005728068225715575,0.8032430978501028,0.8209917544663308,"[0.8130959949141767, 0.8098808237271853, 0.8209917544663308, 0.8032430978501028, 0.8129108984980491]"
39,mexa3t18_aggress,39,"(5389, 5)","(2311, 5)",0.7938991609305129,0.8073581319576433,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'metwo22', 'haha18']",39,"(5389, 5)",0.8112042475685906,0.007817102476859161,0.8038835942064699,0.8257970191326665,"[0.8051622069618755, 0.8096586960196855, 0.8257970191326665, 0.8038835942064699, 0.8115197215222557]"
40,mexa3t18_aggress,40,"(5389, 5)","(2311, 5)",0.7895281622197086,0.7958921621866233,"['exist21', 'metwo22', 'haha18']",40,"(5389, 5)",0.801373287123079,0.005607105878633566,0.7914537695590327,0.807242855489992,"[0.8060854255970606, 0.8020235241912103, 0.807242855489992, 0.7914537695590327, 0.8000608607780993]"
41,mexa3t18_aggress,41,"(5389, 5)","(2311, 5)",0.7912581815505513,0.8107011946782514,"['davincis22', 'exist21', 'meoffendes21', 'misogyny_centrogeo']",41,"(5389, 5)",0.812342304295405,0.006149898018594098,0.8041475252407277,0.8221351149005975,"[0.8128414457236335, 0.8078582792987512, 0.8221351149005975, 0.8041475252407277, 0.8147291563133147]"
42,mexa3t18_aggress,42,"(5389, 5)","(2311, 5)",0.7895281622197086,0.7958921621866233,"['exist21', 'metwo22', 'haha18']",42,"(5389, 5)",0.801373287123079,0.005607105878633566,0.7914537695590327,0.807242855489992,"[0.8060854255970606, 0.8020235241912103, 0.807242855489992, 0.7914537695590327, 0.8000608607780993]"
43,mexa3t18_aggress,43,"(5389, 5)","(2311, 5)",0.7919639417843206,0.8085460222644583,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'misogyny_centrogeo', 'metwo22']",43,"(5389, 5)",0.8133498110985664,0.00789017691079651,0.8073853484216795,0.8287775566442132,"[0.8105023624906795, 0.8080808080808081, 0.8287775566442132, 0.8073853484216795, 0.8120029798554521]"
44,mexa3t18_aggress,44,"(5389, 5)","(2311, 5)",0.7886950479116377,0.7985168341026337,"['exist21', 'haha21', 'metwo22']",44,"(5389, 5)",0.8006560492602446,0.006257466923982414,0.788518274566296,0.806338176216741,"[0.804022504592774, 0.8020235241912103, 0.806338176216741, 0.788518274566296, 0.8023777667342025]"
45,mexa3t18_aggress,45,"(5389, 5)","(2311, 5)",0.7917410092245474,0.7938614354240203,"['exist21', 'haha18']",45,"(5389, 5)",0.7999806278002679,0.005723745966774094,0.7897725921451302,0.8051812817519169,"[0.8049261083743842, 0.8020235241912103, 0.8051812817519169, 0.7897725921451302, 0.7979996325386983]"
46,mexa3t18_aggress,46,"(5389, 5)","(2311, 5)",0.7941573734734603,0.8101072495248439,"['detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'misogyny_centrogeo']",46,"(5389, 5)",0.8141687131558172,0.00653948114189076,0.8062200382011434,0.8255543878887568,"[0.814920985215593, 0.8096586960196855, 0.8255543878887568, 0.8062200382011434, 0.8144894584539066]"
47,mexa3t18_aggress,47,"(5389, 5)","(2311, 5)",0.7851121380027198,0.7951737713820255,"['detoxis21_aggressiveness', 'misogyny_centrogeo', 'metwo22', 'haha18']",47,"(5389, 5)",0.7993110824215741,0.008339311188049614,0.7845083615096409,0.8102112676056339,"[0.802217711880927, 0.8004577121125434, 0.8102112676056339, 0.7845083615096409, 0.799160358999125]"
48,mexa3t18_aggress,48,"(5389, 5)","(2311, 5)",0.7930615182479308,0.8120135306362566,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'metwo22', 'haha18']",48,"(5389, 5)",0.8132597976068607,0.00823653096997795,0.8038835942064699,0.8278585928707416,"[0.80879911374996, 0.8098808237271853, 0.8278585928707416, 0.8038835942064699, 0.8158768634799476]"
49,mexa3t18_aggress,49,"(5389, 5)","(2311, 5)",0.7919359707218334,0.8080765227622408,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21']",49,"(5389, 5)",0.8138351591650398,0.0072585342220026685,0.8062200382011434,0.8276066892077127,"[0.8125847541116611, 0.8103360840901758, 0.8276066892077127, 0.8062200382011434, 0.8124282302145054]"
50,mexa3t18_aggress,50,"(5389, 5)","(2311, 5)",0.78635836252985,0.7980473346004163,[],50,"(5389, 5)",0.7998285639534152,0.009598280651211497,0.7827864429892959,0.8120274242441663,"[0.8031197080138419, 0.7984421334470135, 0.8120274242441663, 0.7827864429892959, 0.8027671110727589]"
