,dataset,combina_1,train.shape,test.shape,f1,recall,combinations,combina_2,train.shape,mean,std,min,max,scores_kfold
45,exist21,45,"(2655, 2)","(886, 2)",0.7424063901087972,0.7020434227330778,"['mexa3t18_aggress', 'haha18']",45,"(2655, 2)",0.7315929672294557,0.02007428858214062,0.7020667613636363,0.7570069919154869,"[0.7570069919154869, 0.7250227001872767, 0.7228453647780654, 0.7510230179028132, 0.7020667613636363]"
46,exist21,46,"(2655, 2)","(886, 2)",0.7423275321057385,0.7207535121328226,"['detoxis21_aggressiveness', 'meoffendes21', 'misogyny_centrogeo']",46,"(2655, 2)",0.7376339026409149,0.017449234515936975,0.7207567014412007,0.7606112777550984,"[0.7606112777550984, 0.7212796141296638, 0.7288049029622063, 0.7567170169164052, 0.7207567014412007]"
47,exist21,47,"(2655, 2)","(886, 2)",0.7504241257783075,0.7189655172413794,"['detoxis21_aggressiveness', 'misogyny_centrogeo', 'metwo22', 'haha18']",47,"(2655, 2)",0.7391777947873737,0.015201867621156835,0.7189987249654605,0.7588761174968073,"[0.7588761174968073, 0.7306624102154828, 0.7325563248396799, 0.7547953964194374, 0.7189987249654605]"
48,exist21,48,"(2655, 2)","(886, 2)",0.7470958534036751,0.7303320561941251,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'metwo22', 'haha18']",48,"(2655, 2)",0.7413630847070082,0.017540696219616996,0.7228453647780654,0.7664576357754951,"[0.7664576357754951, 0.7288049029622063, 0.7228453647780654, 0.7583205325140809, 0.7303869875051929]"
49,exist21,49,"(2655, 2)","(886, 2)",0.7457773016814278,0.7095785440613027,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21']",49,"(2655, 2)",0.738038134177694,0.02056655465997537,0.709609375,0.7645115854978164,"[0.7645115854978164, 0.7306929780072848, 0.7267403687470055, 0.7586363636363636, 0.709609375]"
50,exist21,50,"(2655, 2)","(886, 2)",0.754816330954977,0.722669220945083,[],50,"(2655, 2)",0.7402415181666477,0.016869961197478155,0.7226878217403199,0.7625223613595706,"[0.7625223613595706, 0.7269303201506591, 0.7303142125507438, 0.7587528750319448, 0.7226878217403199]"
51,misogyny_centrogeo,0,"(5752, 2)","(1439, 2)",0.9069835948606078,0.8913738118283573,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",0,"(5752, 2)",0.8935523953624156,0.010839216520878475,0.8824747052817228,0.9109160707098851,"[0.8824747052817228, 0.9109160707098851, 0.8998756218905473, 0.8825706466370307, 0.8919249322928924]"
52,misogyny_centrogeo,1,"(5752, 2)","(1439, 2)",0.9049507664036406,0.8913738118283573,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'haha18']",1,"(5752, 2)",0.8925693756292452,0.010105892379249653,0.8833972486635007,0.9111109051705497,"[0.8833972486635007, 0.9111109051705497, 0.8929106875133861, 0.8835031045058974, 0.8919249322928924]"
53,misogyny_centrogeo,2,"(5752, 2)","(1439, 2)",0.9043369325476025,0.8940945077308713,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21']",2,"(5752, 2)",0.8932203572617177,0.008754534817645867,0.8835240725362585,0.9074043132522664,"[0.8835240725362585, 0.9074043132522664, 0.8954976618038711, 0.8843634611921904, 0.8953122775240012]"
54,misogyny_centrogeo,3,"(5752, 2)","(1439, 2)",0.9036092832656921,0.8918422554786192,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'metwo22']",3,"(5752, 2)",0.893596380340582,0.009610412642748088,0.8842553915653331,0.9110631011547116,"[0.8842553915653331, 0.9110631011547116, 0.8945737734975403, 0.8853657548883096, 0.8927238805970149]"
55,misogyny_centrogeo,4,"(5752, 2)","(1439, 2)",0.9071346266867069,0.8948452584816221,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",4,"(5752, 2)",0.89391618356314,0.008987544627414348,0.8842553915653331,0.908468619544061,"[0.8842553915653331, 0.908468619544061, 0.8961757820282925, 0.8845053426497206, 0.8961757820282925]"
56,misogyny_centrogeo,5,"(5752, 2)","(1439, 2)",0.9022302965851352,0.8940945077308713,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21']",5,"(5752, 2)",0.89387871892805,0.00839853424181039,0.8833326498509363,0.9075553413773716,"[0.8833326498509363, 0.9075553413773716, 0.8961757820282925, 0.8870175438596491, 0.8953122775240012]"
57,misogyny_centrogeo,6,"(5752, 2)","(1439, 2)",0.9028423861751856,0.892689176780086,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",6,"(5752, 2)",0.8943049651313825,0.009721393751217982,0.8841908919228507,0.9093331232739605,"[0.8841908919228507, 0.9093331232739605, 0.9007988162691496, 0.8842913066775655, 0.8929106875133862]"
58,misogyny_centrogeo,7,"(5752, 2)","(1439, 2)",0.9049507664036406,0.8913738118283573,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'haha18']",7,"(5752, 2)",0.8925693756292452,0.010105892379249653,0.8833972486635007,0.9111109051705497,"[0.8833972486635007, 0.9111109051705497, 0.8929106875133861, 0.8835031045058974, 0.8919249322928924]"
59,misogyny_centrogeo,8,"(5752, 2)","(1439, 2)",0.9035321211260829,0.892689176780086,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'haha18']",8,"(5752, 2)",0.8943165639870463,0.009592940225842873,0.8841908919228507,0.908468619544061,"[0.8841908919228507, 0.908468619544061, 0.9017213142773681, 0.8842913066775655, 0.8929106875133862]"
60,misogyny_centrogeo,9,"(5752, 2)","(1439, 2)",0.9022684053246401,0.8955960092323729,"['davincis22', 'exist21', 'meoffendes21']",9,"(5752, 2)",0.8933395847127692,0.008002888763658162,0.8816170539866076,0.9057775594807826,"[0.8816170539866076, 0.9057775594807826, 0.8926601308613014, 0.889603532686954, 0.8970396465482007]"
61,misogyny_centrogeo,10,"(5752, 2)","(1439, 2)",0.9084788380331166,0.8940945077308713,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress']",10,"(5752, 2)",0.8933708669041411,0.0088164434664844,0.8833326498509363,0.9074043132522664,"[0.8833326498509363, 0.9074043132522664, 0.8962997512437811, 0.8845053426497206, 0.8953122775240012]"
62,misogyny_centrogeo,11,"(5752, 2)","(1439, 2)",0.9050267938059026,0.8930614498796317,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",11,"(5752, 2)",0.8930231088203394,0.010448642016651395,0.8834307992202729,0.9119762074892336,"[0.8834610553977547, 0.9119762074892336, 0.8918617726897936, 0.8834307992202729, 0.8943857093046423]"
63,misogyny_centrogeo,12,"(5752, 2)","(1439, 2)",0.9070974641529146,0.8924068696795969,"['exist21', 'haha21', 'mexa3t18_aggress']",12,"(5752, 2)",0.8932798282480615,0.008430035682993392,0.8824747052817228,0.9058275957886937,"[0.8824747052817228, 0.9058275957886937, 0.8989517262186639, 0.8862959574923606, 0.8928491564588665]"
64,misogyny_centrogeo,13,"(5752, 2)","(1439, 2)",0.9035321211260829,0.8908091976273794,"['meoffendes21', 'metwo22', 'haha18']",13,"(5752, 2)",0.8932169391803008,0.010071776386391488,0.880627534751246,0.9110146953316345,"[0.880627534751246, 0.9110146953316345, 0.894695509388163, 0.8879490903025102, 0.89179786612795]"
65,misogyny_centrogeo,14,"(5752, 2)","(1439, 2)",0.905754163176527,0.8976621249348522,"['davincis22', 'exist21', 'mexa3t18_aggress', 'metwo22']",14,"(5752, 2)",0.8933858478316677,0.009206264890780374,0.8816170539866076,0.9076044336040013,"[0.8816170539866076, 0.9076044336040013, 0.8926601308613014, 0.8861562757473502, 0.8988913449590781]"
