,dataset,combina_1,train.shape,test.shape,f1,recall,combinations,combina_2,train.shape,mean,std,min,max,scores_kfold
0,haha21,0,"(18000, 2)","(6000, 2)",0.8920277823685506,0.8905781484257871,"['detoxis21_aggressiveness', 'mexa3t18_aggress', 'metwo22', 'haha18']",0,"(18000, 2)",0.8920440848029226,0.004352204013081421,0.885365895080074,0.8971156936645164,"[0.885365895080074, 0.8904679996975391, 0.8971156936645164, 0.8965371619902545, 0.8907336735822291]"
1,haha21,1,"(18000, 2)","(6000, 2)",0.8922331153692948,0.8911637931034482,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'haha18']",1,"(18000, 2)",0.8921786265687596,0.004331528059268919,0.8850877895490137,0.8971448022554793,"[0.8850877895490137, 0.8910553026482224, 0.8971448022554793, 0.8962856863830203, 0.8913195520080617]"
2,haha21,2,"(18000, 2)","(6000, 2)",0.8339409575611665,0.8361053848075962,"['detoxis21_aggressiveness', 'meoffendes21', 'misogyny_centrogeo']",2,"(18000, 2)",0.8361930292269637,0.006252274002104027,0.829604371808529,0.8467818153861923,"[0.829604371808529, 0.8300759643041522, 0.8467818153861923, 0.8368891029096942, 0.8376138917262512]"
3,haha21,3,"(18000, 2)","(6000, 2)",0.8355376307099613,0.8369174787606197,"['detoxis21_aggressiveness', 'exist21', 'metwo22']",3,"(18000, 2)",0.8364836941886619,0.005897233959365177,0.8301970522544124,0.846464551026916,"[0.8301970522544124, 0.8309368653114788, 0.846464551026916, 0.8363460293798777, 0.838473972970625]"
4,haha21,4,"(18000, 2)","(6000, 2)",0.8343999759127236,0.8367847326336832,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",4,"(18000, 2)",0.8359914371317784,0.006276947786665394,0.8295029847273385,0.8465086120803625,"[0.8295029847273385, 0.8298052108675911, 0.8465086120803625, 0.835711406901822, 0.8384289710817778]"
5,haha21,5,"(18000, 2)","(6000, 2)",0.834594883354896,0.8381824712643677,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'meoffendes21']",5,"(18000, 2)",0.8366025795513947,0.005987674125268163,0.8298536136571226,0.8461913792219773,"[0.831060999493183, 0.8298536136571226, 0.8461913792219773, 0.8360287759194863, 0.839878129465204]"
6,haha21,6,"(18000, 2)","(6000, 2)",0.8913186052412503,0.8928270239880061,"['davincis22', 'exist21', 'mexa3t18_aggress', 'metwo22', 'haha18']",6,"(18000, 2)",0.8922791483132946,0.005604655206046117,0.8827688776670712,0.8984657039711191,"[0.8827688776670712, 0.890189333684797, 0.8971448022554793, 0.8984657039711191, 0.8928270239880061]"
7,haha21,7,"(18000, 2)","(6000, 2)",0.8922331153692948,0.8902189530234883,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",7,"(18000, 2)",0.891826608078486,0.0045817380887593845,0.8847780278753565,0.8971448022554793,"[0.8847780278753565, 0.8902192386381315, 0.8971448022554793, 0.8965648509815147, 0.8904261206419481]"
8,haha21,8,"(18000, 2)","(6000, 2)",0.8912618488885604,0.8921086331834083,"['davincis22', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",8,"(18000, 2)",0.8923530609440696,0.005312437991312372,0.8836343310067818,0.8980720762004517,"[0.8836343310067818, 0.8902192386381315, 0.8980720762004517, 0.8976269313200071, 0.8922127275549765]"
9,haha21,9,"(18000, 2)","(6000, 2)",0.8345320596225987,0.8375968265867066,"['davincis22', 'exist21', 'meoffendes21']",9,"(18000, 2)",0.8362473404580373,0.006015439746333569,0.8298536136571226,0.845918260588364,"[0.8301466060075634, 0.8298536136571226, 0.845918260588364, 0.8360287759194863, 0.8392894461176497]"
